ID,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
259,Chadstone,1/19 Warrina St,4,t,965000,SP,Buxton,17/9/16,13.6,3148,4,3,2.0,273,182.0,2012.0,Monash,-37.8742,145.105,Southern Metropolitan,3582
260,Clifton Hill,66 Noone St,2,h,780000,S,Harrington,4/6/16,3.4,3068,2,1,1.0,155,85.0,1880.0,Yarra,-37.7934,144.9922,Northern Metropolitan,2954
262,Clifton Hill,85 Roseneath St,2,h,1105000,S,Harrington,8/10/16,3.4,3068,2,1,1.0,185,84.0,1910.0,Yarra,-37.7927,144.9981,Northern Metropolitan,2954
271,Coburg,19 Audley St,4,h,1136000,S,Ray,18/3/17,7.8,3058,4,3,1.0,420,146.0,1920.0,Moreland,-37.7501,144.962,Northern Metropolitan,11204
274,Coburg,1 Shaftsbury St,4,h,990000,SP,Grantham,24/9/16,7.8,3058,4,1,1.0,488,142.0,1930.0,Moreland,-37.7537,144.9532,Northern Metropolitan,11204
275,Coburg,15 Hardwick St,5,h,1020000,PI,Raine,25/2/17,7.8,3058,5,2,4.0,381,286.0,1985.0,Moreland,-37.7492,144.969,Northern Metropolitan,11204
276,Coburg,2/618 Sydney Rd,3,t,600000,S,Brad,25/2/17,7.8,3058,3,1,1.0,102,95.0,1976.0,Moreland,-37.736,144.9665,Northern Metropolitan,11204
277,Coburg,3/117 Gordon St,3,t,687000,S,Nelson,27/11/16,7.8,3058,3,1,1.0,116,140.0,1995.0,Moreland,-37.7454,144.9487,Northern Metropolitan,11204
278,Coburg,265 Bell St,2,h,700000,VB,Nelson,28/5/16,7.8,3058,2,1,2.0,381,92.0,1925.0,Moreland,-37.74,144.9516,Northern Metropolitan,11204
279,Coburg,29 Hardwick St,2,h,981000,S,Nelson,28/8/16,7.8,3058,2,1,1.0,263,114.0,1910.0,Moreland,-37.7493,144.97,Northern Metropolitan,11204
280,Coburg North,3/1 Headley St,3,t,631000,S,McGrath,4/3/17,9.2,3058,3,1,1.0,178,120.0,2012.0,Moreland,-37.7297,144.9645,Northern Metropolitan,3445
281,Coburg North,13 Pixel Cct,3,h,625000,S,Nelson,10/9/16,9.2,3058,3,1,2.0,104,138.0,2014.0,Moreland,-37.7307,144.9826,Northern Metropolitan,3445
283,Coburg North,1 McDonnell Rd,2,h,820000,SP,Nelson,12/11/16,9.2,3058,2,1,4.0,629,120.0,1960.0,Moreland,-37.7276,144.9688,Northern Metropolitan,3445
285,Coburg North,127 Elizabeth St,3,h,637000,S,Brad,18/6/16,9.2,3058,3,1,4.0,498,97.0,1950.0,Moreland,-37.7323,144.9833,Northern Metropolitan,3445
286,Coburg North,27 Snapshot Dr,5,h,1172000,S,Ray,19/11/16,9.2,3058,5,3,2.0,425,37.0,2014.0,Moreland,-37.7302,144.9816,Northern Metropolitan,3445
287,Coburg North,64 Elizabeth St,3,h,650000,SP,Barry,25/2/17,9.2,3058,3,1,1.0,407,95.0,1930.0,Darebin,-37.7351,144.9833,Northern Metropolitan,3445
288,Coburg North,2 Carr St,3,h,970000,S,Jellis,27/11/16,9.2,3058,3,1,2.0,575,129.0,1960.0,Moreland,-37.7307,144.9704,Northern Metropolitan,3445
289,Collingwood,2/79 Oxford St,2,u,855000,S,Nelson,3/9/16,1.6,3066,2,1,1.0,2886,122.0,1830.0,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
290,Collingwood,1/79 Oxford St,2,h,1230000,S,Jellis,11/2/17,1.6,3066,2,2,1.0,0,153.0,1920.0,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
291,Collingwood,382 Wellington St,2,h,855000,S,Jellis,12/11/16,1.6,3066,2,1,0.0,130,80.0,1890.0,Yarra,-37.7953,144.9882,Northern Metropolitan,4553
292,Collingwood,4/13 Alexander St,1,u,457000,S,Jellis,13/8/16,1.6,3066,1,1,1.0,406,49.0,1970.0,Yarra,-37.796,144.9911,Northern Metropolitan,4553
293,Collingwood,84 Budd St,3,h,1075000,S,hockingstuart,16/4/16,1.6,3066,3,1,0.0,183,104.0,1880.0,Yarra,-37.7948,144.9875,Northern Metropolitan,4553
296,Doncaster,33 Thiele St,4,h,1396000,S,Barry,3/12/16,13.9,3108,4,1,2.0,658,138.0,1975.0,Manningham,-37.7827,145.1358,Eastern Metropolitan,9028
297,Doncaster,5 Arnold Gr,4,h,1868000,S,hockingstuart,7/5/16,13.9,3108,3,2,2.0,925,218.0,1960.0,Manningham,-37.7869,145.1183,Eastern Metropolitan,9028
299,Doncaster,2 Louise Ct,3,h,1030000,S,Ray,17/9/16,13.9,3108,3,1,1.0,827,100.0,1960.0,Manningham,-37.7848,145.1029,Eastern Metropolitan,9028
301,Doncaster,741 Elgar Rd,3,h,1391000,S,Ray,23/4/16,13.9,3108,3,1,1.0,764,175.0,1965.0,Manningham,-37.7934,145.1207,Eastern Metropolitan,9028
303,Doncaster,394 Manningham Rd,3,h,1202000,S,Barry,27/11/16,13.9,3108,3,2,2.0,649,150.0,1965.0,Manningham,-37.7794,145.1224,Eastern Metropolitan,9028
307,Eaglemont,76 Castle St,4,h,1650000,VB,Miles,10/9/16,10.3,3084,4,3,2.0,724,327.0,1940.0,Banyule,-37.7594,145.0594,Eastern Metropolitan,1651
308,Elsternwick,8 Ross St,4,h,1100000,VB,hockingstuart,3/12/16,8.5,3185,4,2,0.0,147,159.0,1910.0,Glen Eira,-37.8852,144.9997,Southern Metropolitan,4898
311,Elsternwick,2/21 Gisborne St,2,h,1160000,SP,Chisholm,12/11/16,8.5,3185,2,2,2.0,155,137.0,2011.0,Glen Eira,-37.8887,145.0046,Southern Metropolitan,4898
312,Elsternwick,20 Shoobra Rd,4,h,2806000,S,Biggin,19/11/16,8.5,3185,4,3,2.0,669,255.0,1930.0,Glen Eira,-37.8871,145.0081,Southern Metropolitan,4898
313,Elsternwick,22 Carlingford St,4,h,2050000,PI,Biggin,27/6/16,8.5,3185,3,3,2.0,420,270.0,2016.0,Glen Eira,-37.8891,145.0102,Southern Metropolitan,4898
314,Elwood,6/217 Brighton Rd,2,u,525000,S,Wilson,3/12/16,7.7,3184,2,1,1.0,553,83.0,1960.0,Port Phillip,-37.8802,144.9942,Southern Metropolitan,8989
315,Elwood,4/6 May St,2,u,750000,S,Gary,3/12/16,7.7,3184,2,1,1.0,0,71.0,1930.0,Port Phillip,-37.8791,144.9923,Southern Metropolitan,8989
316,Elwood,4 Wilton Gr,3,t,1395000,S,Pride,4/2/16,7.7,3184,3,2,1.0,400,126.0,1996.0,Port Phillip,-37.8829,144.9797,Southern Metropolitan,8989
317,Elwood,12/27 Dickens St,2,u,855000,S,hockingstuart,4/3/17,7.7,3184,2,1,1.0,1966,85.0,1960.0,Port Phillip,-37.8725,144.9848,Southern Metropolitan,8989
319,Elwood,22/29 Dickens St,3,u,780000,S,Chisholm,12/11/16,7.7,3184,3,1,1.0,0,100.0,1960.0,Port Phillip,-37.8726,144.9846,Southern Metropolitan,8989
323,Elwood,8/68 Goldsmith St,2,u,630000,PI,Hodges,25/2/17,7.7,3184,2,1,1.0,0,70.0,1935.0,Port Phillip,-37.8817,144.984,Southern Metropolitan,8989
325,Elwood,3/1 Garden Ct,2,u,875000,SP,Chisholm,26/7/16,7.7,3184,2,1,1.0,0,83.0,1930.0,Port Phillip,-37.8725,144.9854,Southern Metropolitan,8989
326,Elwood,53 Addison St,4,h,1875000,VB,Chisholm,27/6/16,7.7,3184,3,3,0.0,235,211.0,2005.0,Port Phillip,-37.8775,144.9808,Southern Metropolitan,8989
327,Essendon,33 Deakin St,4,t,1250000,PI,Frank,6/8/16,8.0,3040,3,3,2.0,374,267.0,2015.0,Moonee Valley,-37.7507,144.8911,Western Metropolitan,9264
329,Essendon,8 Monica St,6,h,2620000,S,Brad,10/12/16,8.0,3040,6,4,2.0,860,355.0,1930.0,Moonee Valley,-37.7484,144.9025,Western Metropolitan,9264
330,Essendon,82 Price St,3,h,1226000,S,Nelson,10/12/16,8.0,3040,3,1,3.0,533,125.0,1955.0,Moonee Valley,-37.7462,144.8953,Western Metropolitan,9264
331,Essendon,26 Bradshaw St,4,h,1402000,S,Nelson,11/2/17,8.0,3040,4,2,1.0,554,193.0,1940.0,Moonee Valley,-37.7508,144.8937,Western Metropolitan,9264
332,Essendon,18 Vanberg Rd,3,h,1385000,S,McDonald,12/11/16,8.0,3040,3,2,1.0,619,137.0,1930.0,Moonee Valley,-37.7543,144.9318,Western Metropolitan,9264
338,Essendon,1/16 Leake St,4,u,1170000,SP,Barry,19/11/16,8.0,3040,4,2,2.0,0,180.0,2013.0,Moonee Valley,-37.7465,144.91,Western Metropolitan,9264
339,Essendon,55 Lincoln Rd,4,h,1600000,SP,Brad,19/11/16,8.0,3040,4,3,1.0,519,218.0,1930.0,Moonee Valley,-37.7517,144.9086,Western Metropolitan,9264
340,Essendon,33 McCarron Pde,4,h,1535000,SP,Nelson,19/11/16,8.0,3040,4,1,2.0,638,227.0,1900.0,Moonee Valley,-37.7523,144.9052,Western Metropolitan,9264
344,Essendon,18 Washington St,5,h,1811000,S,Nelson,27/11/16,8.0,3040,5,3,2.0,657,284.0,1930.0,Moonee Valley,-37.7548,144.9098,Western Metropolitan,9264
345,Essendon,118 Buckley St,3,h,1100000,PI,Raine,28/8/16,8.0,3040,3,1,2.0,0,700.0,1915.0,Moonee Valley,-37.7566,144.9155,Western Metropolitan,9264
346,Essendon North,2/17 Bulla Rd,2,u,396000,S,Barry,3/9/16,9.4,3041,2,1,1.0,0,56.0,1975.0,Moonee Valley,-37.7428,144.9086,Western Metropolitan,1308
349,Essendon North,1/48 Keilor Rd,2,u,340000,SP,Nelson,18/6/16,9.4,3041,2,1,1.0,0,65.0,1960.0,Moonee Valley,-37.7433,144.9074,Western Metropolitan,1308
350,Fairfield,7 Rathmines St,3,h,1350000,PI,McGrath,3/12/16,5.8,3078,3,1,2.0,309,110.0,2000.0,Darebin,-37.7828,145.0154,Northern Metropolitan,2970
351,Fairfield,20/262 Heidelberg Rd,2,u,602000,S,Jellis,7/11/16,5.8,3078,2,1,1.0,0,77.0,2013.0,Yarra,-37.7845,145.0105,Northern Metropolitan,2970
352,Fairfield,7/59 Rathmines St,2,u,445000,S,Nelson,10/12/16,5.8,3078,2,1,1.0,0,56.0,1970.0,Darebin,-37.7782,145.0162,Northern Metropolitan,2970
354,Fairfield,15/262 Heidelberg Rd,2,u,548000,SP,Nelson,27/6/16,5.8,3078,2,1,1.0,0,68.0,2014.0,Yarra,-37.7845,145.0105,Northern Metropolitan,2970
356,Fairfield,1/240 Arthur St,2,u,545000,SP,McGrath,28/8/16,5.8,3078,2,1,1.0,0,77.0,2002.0,Darebin,-37.7682,145.0209,Northern Metropolitan,2970
358,Fitzroy,3/18 Hanover St,3,h,1252000,S,Nelson,3/9/16,1.6,3065,3,2,2.0,0,137.0,2004.0,Yarra,-37.8029,144.975,Northern Metropolitan,5825
359,Fitzroy,291 George St,2,h,1460000,PI,Nelson,12/11/16,1.6,3065,2,1,0.0,0,105.0,1890.0,Yarra,-37.8006,144.9814,Northern Metropolitan,5825
360,Fitzroy,31 Bell St,4,h,1950000,S,Nelson,18/6/16,1.6,3065,4,1,0.0,177,152.0,1890.0,Yarra,-37.7999,144.9759,Northern Metropolitan,5825
362,Fitzroy,8/98 George St,1,u,420000,S,Caine,25/2/17,1.6,3065,1,1,1.0,782,42.0,1975.0,Yarra,-37.8055,144.9809,Northern Metropolitan,5825
363,Fitzroy North,50 Freeman St,2,h,870000,S,Nelson,3/9/16,3.5,3068,2,1,0.0,107,64.0,1910.0,Yarra,-37.7898,144.9794,Northern Metropolitan,6244
365,Fitzroy North,51 Rae St,2,h,770000,SA,Nicholson,4/6/16,3.5,3068,2,2,1.0,134,151.0,1905.0,Yarra,-37.7916,144.9784,Northern Metropolitan,6244
366,Fitzroy North,92 Scotchmer St,2,h,1008000,S,LITTLE,6/8/16,3.5,3068,2,1,1.0,150,77.0,1890.0,Yarra,-37.7833,144.9819,Northern Metropolitan,6244
367,Fitzroy North,201A Clauscen St,3,h,1286000,S,Holland,10/12/16,3.5,3068,3,1,0.0,275,116.0,1915.0,Yarra,-37.7779,144.9862,Northern Metropolitan,6244
369,Fitzroy North,79 Delbridge St,4,h,3400000,S,Nelson,14/5/16,3.5,3068,3,2,1.0,445,175.0,1890.0,Yarra,-37.786,144.9864,Northern Metropolitan,6244
373,Fitzroy North,205 Scotchmer St,3,h,2150000,S,Nelson,27/11/16,3.5,3068,3,2,0.0,202,307.0,1898.0,Yarra,-37.7835,144.9867,Northern Metropolitan,6244
377,Flemington,8/300 Racecourse Rd,1,u,395000,SP,Nelson,25/2/17,4.4,3031,1,1,1.0,818,50.0,1880.0,Moonee Valley,-37.788,144.9306,Northern Metropolitan,3593
378,Footscray,25 Southampton St,3,h,840000,S,Sweeney,3/12/16,6.4,3011,3,1,0.0,164,93.0,1900.0,Maribyrnong,-37.7959,144.8863,Western Metropolitan,7570
379,Footscray,37 Stirling St,3,h,1362000,S,Village,3/12/16,6.4,3011,3,2,0.0,497,156.0,1890.0,Maribyrnong,-37.7958,144.9024,Western Metropolitan,7570
380,Footscray,58 Wolverhampton St,4,h,977000,S,Village,3/12/16,6.4,3011,4,2,1.0,154,161.0,2007.0,Maribyrnong,-37.7983,144.8911,Western Metropolitan,7570
381,Footscray,2/10 Swan St,3,t,714000,S,Jas,10/12/16,6.4,3011,3,2,2.0,164,3.0,2008.0,Maribyrnong,-37.7948,144.8868,Western Metropolitan,7570
382,Footscray,105/72 Cross St,1,u,375000,S,Biggin,16/4/16,6.4,3011,1,1,1.0,0,50.0,1920.0,Maribyrnong,-37.8006,144.881,Western Metropolitan,7570
384,Footscray,167 Gordon St,2,h,711000,SP,Jas,18/6/16,6.4,3011,2,1,2.0,253,90.0,1910.0,Maribyrnong,-37.7968,144.8887,Western Metropolitan,7570
385,Footscray,35 Leander St,2,h,835000,SP,Jas,22/8/16,6.4,3011,2,1,1.0,222,109.0,1920.0,Maribyrnong,-37.7962,144.8844,Western Metropolitan,7570
386,Footscray,2/25 Stanlake St,3,t,699000,S,Jas,24/9/16,6.4,3011,3,1,1.0,125,113.0,2000.0,Maribyrnong,-37.7922,144.8831,Western Metropolitan,7570
387,Footscray,12 Tait St,4,h,815000,PI,Biggin,28/5/16,6.4,3011,4,2,1.0,369,151.0,1910.0,Maribyrnong,-37.7914,144.8957,Western Metropolitan,7570
388,Glen Iris,6 Beatrice St,3,h,1735000,S,hockingstuart,3/9/16,9.2,3146,3,2,3.0,680,170.0,1935.0,Boroondara,-37.854,145.0832,Southern Metropolitan,10412
389,Glen Iris,48 Alfred Rd,3,h,1530000,S,Jellis,4/6/16,9.2,3146,3,1,1.0,753,118.0,1940.0,Boroondara,-37.8543,145.0889,Southern Metropolitan,10412
391,Glen Iris,34 Yeovil Rd,4,h,2850000,S,Jellis,7/11/16,9.2,3146,4,3,2.0,1184,305.0,1935.0,Boroondara,-37.8526,145.0848,Southern Metropolitan,10412
393,Glen Iris,1/39 Scott Gr,1,u,452000,S,RT,10/12/16,9.2,3146,1,1,1.0,63,52.0,1980.0,Stonnington,-37.8552,145.05,Southern Metropolitan,10412
394,Glen Iris,56 Brandon St,3,h,1820000,S,Jellis,12/11/16,9.2,3146,3,1,3.0,650,136.0,1930.0,Boroondara,-37.8571,145.0766,Southern Metropolitan,10412
401,Glen Iris,98 Bath Rd,4,h,1950000,SP,Marshall,25/2/17,9.2,3146,4,2,2.0,775,155.0,1960.0,Boroondara,-37.8561,145.0934,Southern Metropolitan,10412
404,Glenroy,39 Morley St,3,h,806500,S,Barry,3/12/16,13.0,3046,3,1,2.0,766,127.0,1965.0,Moreland,-37.6988,144.9372,Northern Metropolitan,8870
406,Glenroy,3/27 Harold St,2,u,430000,PI,Jason,6/8/16,13.0,3046,2,1,1.0,164,100.0,2010.0,Moreland,-37.7072,144.9252,Northern Metropolitan,8870
409,Glenroy,30 Bourchier St,3,h,670000,PI,Brad,10/12/16,13.0,3046,3,1,4.0,734,140.0,1960.0,Moreland,-37.7007,144.9378,Northern Metropolitan,8870
411,Glenroy,45 Cosmos St,5,h,810000,S,Stockdale,11/3/17,13.0,3046,5,4,4.0,695,176.0,1950.0,Moreland,-37.7028,144.9377,Northern Metropolitan,8870
413,Glenroy,1/112 Cardinal Rd,4,t,608000,S,Raine,17/9/16,13.0,3046,3,2,1.0,252,150.0,2014.0,Moreland,-37.7006,144.9299,Northern Metropolitan,8870
414,Glenroy,54 Cromwell St,4,h,630000,S,Stockdale,22/5/16,13.0,3046,3,1,2.0,630,130.0,1960.0,Moreland,-37.7002,144.9232,Northern Metropolitan,8870
417,Glenroy,1/26 York St,3,t,600000,VB,Nelson,27/11/16,13.0,3046,3,1,2.0,258,143.0,2001.0,Moreland,-37.7047,144.9087,Northern Metropolitan,8870
418,Glenroy,33 View St,4,h,638000,S,Barry,30/7/16,13.0,3046,4,2,1.0,624,258.0,2005.0,Moreland,-37.6969,144.9334,Northern Metropolitan,8870
419,Gowanbrae,31 Seggan Cir,3,t,532000,S,Nelson,3/9/16,13.6,3043,3,2,1.0,149,19.0,2005.0,Moreland,-37.7068,144.8963,Western Metropolitan,1071
420,Gowanbrae,24 Balerno Cir,3,h,390000,PI,Nelson,23/4/16,13.6,3043,3,2,1.0,158,136.0,2005.0,Moreland,-37.7091,144.8958,Western Metropolitan,1071
421,Gowanbrae,8 Perth Ct,4,h,740000,SP,Nelson,27/6/16,13.6,3043,4,2,2.0,453,213.0,2007.0,Moreland,-37.7016,144.8974,Western Metropolitan,1071
422,Hadfield,2 Knole St,2,h,610000,S,Eview,3/12/16,12.1,3046,2,1,1.0,394,98.0,1950.0,Moreland,-37.7153,144.9507,Northern Metropolitan,2606
425,Hadfield,24 South St,3,t,750000,S,Stockdale,12/6/16,12.1,3046,3,2,2.0,301,251.0,2011.0,Moreland,-37.715,144.9475,Northern Metropolitan,2606
426,Hadfield,25 East St,2,h,515000,S,D'Aprano,27/11/16,12.1,3046,2,1,2.0,345,79.0,1990.0,Moreland,-37.7128,144.9496,Northern Metropolitan,2606
427,Hampton,36 Thomas St,4,h,3250000,S,hockingstuart,3/9/16,13.7,3188,4,3,2.0,928,300.0,1904.0,Bayside,-37.9389,145.0062,Southern Metropolitan,5454
428,Hampton,6 Earlsfield Rd,4,h,2140000,S,Hodges,3/12/16,13.7,3188,4,2,3.0,688,187.0,1925.0,Bayside,-37.9319,145.0173,Southern Metropolitan,5454
429,Hampton,7 Austin Rd,3,h,1050000,S,Hodges,15/10/16,13.7,3188,3,2,2.0,357,120.0,1970.0,Bayside,-37.9449,145.0144,Southern Metropolitan,5454
430,Hampton,17/93 Highett Rd,2,u,450000,PI,Buxton,25/2/17,13.7,3188,2,2,1.0,0,70.0,2007.0,Bayside,-37.9462,145.0212,Southern Metropolitan,5454
431,Hampton East,2/2 Flowerdale Rd,2,u,801000,S,Buxton,19/11/16,14.5,3188,2,1,1.0,217,107.0,1994.0,Bayside,-37.9432,145.0348,Southern Metropolitan,2356
437,Hawthorn,6 Salisbury Gr,3,h,1741000,S,Marshall,10/9/16,4.6,3122,3,1,1.0,383,109.0,1910.0,Boroondara,-37.8155,145.0385,Southern Metropolitan,11308
438,Hawthorn,4 Ardene Ct,5,h,3950000,S,Jellis,16/4/16,4.6,3122,4,2,3.0,1236,340.0,1890.0,Boroondara,-37.8257,145.0321,Southern Metropolitan,11308
439,Hawthorn,1 College St,3,h,1560000,PI,Jellis,18/3/17,4.6,3122,3,2,0.0,198,148.0,1910.0,Boroondara,-37.8169,145.0234,Southern Metropolitan,11308
440,Hawthorn,3/35 Creswick St,2,u,815000,PI,Jellis,18/6/16,4.6,3122,2,1,1.0,0,93.0,1940.0,Boroondara,-37.8184,145.0163,Southern Metropolitan,11308
442,Hawthorn,2/21 Elphin Gr,2,u,657500,S,Jellis,19/11/16,4.6,3122,2,1,1.0,728,73.0,1965.0,Boroondara,-37.8177,145.0424,Southern Metropolitan,11308
444,Hawthorn,8B Myrtle St,2,t,1055000,S,Jellis,27/11/16,4.6,3122,2,2,1.0,191,151.0,1975.0,Boroondara,-37.813,145.0167,Southern Metropolitan,11308
445,Hawthorn,3/32 Power St,2,u,495000,S,Kay,28/5/16,4.6,3122,2,1,1.0,0,85.0,1970.0,Boroondara,-37.8157,145.0273,Southern Metropolitan,11308
448,Heidelberg Heights,14 Sackville St,3,h,785000,S,Barry,10/12/16,10.5,3081,3,1,0.0,592,130.0,1950.0,Banyule,-37.7477,145.0481,Eastern Metropolitan,2947
449,Heidelberg Heights,6/34 Bonar St,3,t,706750,S,Nelson,11/2/17,10.5,3081,3,2,2.0,250,125.0,2012.0,Banyule,-37.7449,145.0523,Eastern Metropolitan,2947
450,Heidelberg Heights,5 Burns Ct,3,h,909000,S,William,12/11/16,10.5,3081,3,2,2.0,585,134.0,1960.0,Banyule,-37.7358,145.0546,Eastern Metropolitan,2947
451,Heidelberg Heights,33 Shakespeare Gr,2,h,680000,S,Fletchers,12/11/16,10.5,3081,2,1,1.0,605,78.0,1950.0,Banyule,-37.7365,145.0545,Eastern Metropolitan,2947
456,Heidelberg Heights,13 Glover St,3,h,550000,VB,Purplebricks,27/11/16,10.5,3081,3,1,1.0,420,90.0,1960.0,Banyule,-37.7363,145.0506,Eastern Metropolitan,2947
457,Heidelberg Heights,26 Southern Rd,2,h,460000,VB,Nelson,28/5/16,10.5,3081,2,1,2.0,508,79.0,1955.0,Banyule,-37.7428,145.0557,Eastern Metropolitan,2947
463,Heidelberg West,186 Oriel Rd,3,h,800000,S,Haughton,12/11/16,9.4,3081,3,1,3.0,633,88.0,1950.0,Banyule,-37.746,145.0422,Eastern Metropolitan,2674
467,Hughesdale,2/19 Swindon Rd,3,t,828000,S,Ray,7/5/16,13.0,3166,3,2,1.0,206,118.0,2002.0,Monash,-37.8966,145.0863,Southern Metropolitan,3145
468,Hughesdale,19 Canterbury St,3,h,1055000,S,Woodards,8/10/16,13.0,3166,3,1,1.0,562,97.0,1930.0,Monash,-37.9022,145.0811,Southern Metropolitan,3145
469,Hughesdale,37 Darling St,3,h,1210000,S,Ray,22/8/16,13.0,3166,3,1,2.0,730,122.0,1940.0,Monash,-37.9034,145.0796,Southern Metropolitan,3145
474,Ivanhoe,5 Stanley St,3,h,1465000,S,William,10/9/16,7.9,3079,3,1,2.0,630,126.0,1960.0,Banyule,-37.7635,145.039,Eastern Metropolitan,5549
480,Kealba,26 Calverton Rd,4,h,500000,SP,Brad,22/8/16,15.0,3021,4,1,2.0,574,100.0,1985.0,Brimbank,-37.7336,144.8226,Western Metropolitan,1202
481,Keilor East,16 Border Dr,3,h,703000,S,Nelson,3/9/16,12.8,3033,3,2,2.0,683,200.0,1995.0,Moonee Valley,-37.7402,144.8591,Western Metropolitan,5629
482,Keilor East,3A Cudgewa Pl,3,t,770000,SP,Barry,3/12/16,12.8,3033,3,2,1.0,331,201.0,2010.0,Moonee Valley,-37.7325,144.8621,Western Metropolitan,5629
484,Keilor East,15 Viewbank Dr,4,h,816000,S,Barry,4/3/17,12.8,3033,4,2,1.0,540,188.0,1978.0,Moonee Valley,-37.7482,144.877,Western Metropolitan,5629
485,Keilor East,57 Wonganella Dr,3,h,757000,S,Nelson,7/11/16,12.8,3033,3,2,1.0,532,140.0,1960.0,Moonee Valley,-37.7295,144.8644,Western Metropolitan,5629
487,Keilor East,15 Craig St,3,h,880000,S,Nelson,10/12/16,12.8,3033,3,1,2.0,584,123.0,1980.0,Moonee Valley,-37.7435,144.8798,Western Metropolitan,5629
488,Keilor East,17/24 Craig St,3,u,580000,S,Rendina,10/12/16,12.8,3033,3,2,2.0,112,138.0,2013.0,Moonee Valley,-37.7434,144.881,Western Metropolitan,5629
490,Keilor East,117 Brees Rd,3,h,976000,S,Nelson,12/11/16,12.8,3033,3,3,2.0,605,212.0,1980.0,Moonee Valley,-37.7459,144.8788,Western Metropolitan,5629
494,Keilor East,83 Wyong St,3,h,785000,S,Barry,18/6/16,12.8,3033,3,1,2.0,606,141.0,1965.0,Moonee Valley,-37.7311,144.8663,Western Metropolitan,5629
496,Keilor East,23 Prospect Dr,3,h,600000,S,Bells,22/8/16,12.8,3033,3,1,1.0,565,125.0,1970.0,Moonee Valley,-37.7498,144.8585,Western Metropolitan,5629
497,Keilor East,83 Milleara Rd,3,h,875000,PI,Barry,26/7/16,12.8,3033,3,2,2.0,928,130.0,1970.0,Moonee Valley,-37.7362,144.8643,Western Metropolitan,5629
499,Kensington,10 Altona St,2,h,905000,S,Edward,8/10/16,4.2,3031,2,2,1.0,138,126.0,1999.0,Melbourne,-37.799,144.9276,Northern Metropolitan,5263
500,Kensington,41 Barnett St,3,h,1165000,S,Nelson,10/9/16,4.2,3031,3,1,0.0,239,135.0,1910.0,Melbourne,-37.7923,144.9324,Northern Metropolitan,5263
501,Kensington,11 Nottingham St,5,h,1710000,PI,Nelson,10/9/16,4.2,3031,5,2,2.0,566,270.0,1890.0,Melbourne,-37.7893,144.933,Northern Metropolitan,5263
507,Kensington,5 Rogan La,2,h,868000,S,Nelson,25/2/17,4.2,3031,2,1,1.0,97,103.0,2000.0,Melbourne,-37.7921,144.9234,Northern Metropolitan,5263
508,Kensington,1/5 Wight St,2,t,773000,S,Rendina,26/7/16,4.2,3031,2,1,1.0,0,90.0,1970.0,Melbourne,-37.7937,144.9295,Northern Metropolitan,5263
515,Kew,31 Miller Gr,3,h,2310000,S,Walsh,10/12/16,5.6,3101,3,1,2.0,782,175.0,1920.0,Boroondara,-37.8107,145.0219,Southern Metropolitan,10331
518,Kew,1/204 Brougham St,3,t,800000,S,LITTLE,12/11/16,5.6,3101,3,2,2.0,848,97.0,1970.0,Boroondara,-37.796,145.0324,Southern Metropolitan,10331
519,Kew,4/35 Studley Park Rd,2,u,580000,PI,Nelson,13/8/16,5.6,3101,2,1,1.0,0,90.0,1970.0,Boroondara,-37.8071,145.0243,Southern Metropolitan,10331
520,Kew,3 Oshaughnessy St,3,h,1905000,S,Abercromby's,14/5/16,5.6,3101,4,2,2.0,591,190.0,1910.0,Boroondara,-37.812,145.0268,Southern Metropolitan,10331
523,Kew,2A Churchill St,3,h,1476000,S,Jellis,18/3/17,5.6,3101,3,2,2.0,288,203.0,1997.0,Boroondara,-37.7997,145.046,Southern Metropolitan,10331
524,Kew,30 College Pde,4,h,2590000,S,Marshall,18/3/17,5.6,3101,4,2,2.0,660,215.0,1928.0,Boroondara,-37.8124,145.0361,Southern Metropolitan,10331
526,Kew,61 Molesworth St,3,h,3650000,VB,Jellis,22/8/16,5.6,3101,3,2,3.0,1353,282.0,1960.0,Boroondara,-37.8006,145.0218,Southern Metropolitan,10331
528,Kew,51 Princess St,4,h,2460000,S,Marshall,24/9/16,5.6,3101,4,4,2.0,737,293.0,1910.0,Boroondara,-37.8042,145.0291,Southern Metropolitan,10331
529,Kew,2/78 Studley Park Rd,3,u,955000,S,Marshall,25/2/17,5.6,3101,3,2,2.0,140,121.0,1980.0,Boroondara,-37.8063,145.0179,Southern Metropolitan,10331
531,Kew,7 Heather Gr,5,h,2600000,VB,hockingstuart,27/11/16,5.6,3101,5,2,2.0,674,281.0,1959.0,Boroondara,-37.8064,145.0608,Southern Metropolitan,10331
534,Kew,17 Hartington St,5,h,2800000,PI,Marshall,28/8/16,5.6,3101,5,2,3.0,920,241.0,1900.0,Boroondara,-37.8017,145.0419,Southern Metropolitan,10331
535,Kew East,17 Minogue St,5,h,2100000,VB,Nelson,18/6/16,7.5,3102,5,3,2.0,695,360.0,1950.0,Boroondara,-37.7904,145.0548,Southern Metropolitan,2671
